group,name,latency,bandwidth,upload_size,download_size,defer_decryption,time_preprocess,time_online,time_total,uploaded_preprocess,downloaded_preprocess,uploaded_online,downloaded_online,uploaded_total,downloaded_total,reveal_recv_percent_actual,heap_max_bytes
download_sweep,,25,100,1024,20480,true,3087,1170,6210,29872422,3298061,735643,21219,31829027,4664730,99.99514986904646,
download_sweep,,25,100,1024,20480,true,3375,1154,6294,29872422,3298075,735928,21219,31829027,4664744,99.99514986904646,
download_sweep,,25,100,1024,20480,true,3294,1229,6560,29872436,3298089,735928,21219,31829041,4664758,99.99514986904646,
download_sweep,,25,100,1024,20480,true,3035,1180,6148,29872422,3298131,735593,21219,31829027,4664800,99.99514986904646,
download_sweep,,25,100,1024,20480,true,3366,1181,6297,29872394,3298075,735643,21219,31828999,4664744,99.99514986904646,
download_sweep,,25,100,1024,20480,true,3070,1157,5991,29872422,3298075,735643,21219,31829027,4664744,99.99514986904646,
download_sweep,,25,100,1024,20480,true,3511,1139,6569,29872436,3298089,735593,21219,31829041,4664758,99.99514986904646,
download_sweep,,25,100,1024,30720,true,3632,1159,7654,29872436,3298089,745879,21219,32414141,4920968,99.99675934927734,
download_sweep,,25,100,1024,30720,true,3137,1164,7105,29872436,3298089,745879,21219,32414141,4920968,99.99675934927734,
download_sweep,,25,100,1024,30720,true,3524,1221,7491,29872436,3298173,745929,21219,32414141,4921052,99.99675934927734,
download_sweep,,25,100,1024,30720,true,5025,1240,10304,29872436,3298075,746228,21219,32414183,4920982,99.99675934927734,
download_sweep,,25,100,1024,30720,true,3058,1143,6994,29872436,3298075,745943,21219,32414141,4920954,99.99675934927734,
download_sweep,,25,100,1024,30720,true,3470,1176,7363,29872408,3298159,746214,21219,32414113,4921038,99.99675934927734,
download_sweep,,25,100,1024,30720,true,3447,1144,7277,29872422,3298089,746214,21219,32414127,4920968,99.99675934927734,
download_sweep,,25,100,1024,30720,true,3841,1173,9985,29872422,3298145,745929,21219,32414127,4921024,99.99675934927734,
download_sweep,,25,100,1024,30720,true,3191,1149,7358,29872436,3298061,746214,21219,32414141,4920940,99.99675934927734,
download_sweep,,25,100,1024,30720,true,3128,1178,6948,29872408,3298075,745879,21219,32414113,4920954,99.99675934927734,
download_sweep,,25,100,1024,40960,true,3035,1154,8969,29872436,3298075,757331,21219,32999324,4985122,99.99756679157137,
download_sweep,,25,100,1024,40960,true,3556,1195,9498,29872422,3298089,757331,21219,32999310,4985136,99.99756679157137,
download_sweep,,25,100,1024,40960,true,3197,1186,9122,29872436,3298075,756978,21219,32999324,4985122,99.99756679157137,
download_sweep,,25,100,1024,40960,true,3004,1141,8279,29872436,3298061,757331,21219,32999324,4985108,99.99756679157137,
download_sweep,,25,100,1024,40960,true,3176,1242,9192,29872394,3298075,756978,21219,32999282,4985122,99.99756679157137,
download_sweep,,25,100,1024,40960,true,3107,1149,8554,29872408,3298075,757331,21219,32999296,4985010,99.99756679157137,
download_sweep,,25,100,1024,40960,true,3056,1134,8244,29872436,3298103,757331,21219,32999324,4985150,99.99756679157137,
download_sweep,,25,100,1024,40960,true,5565,1213,13357,29872436,3298103,757345,21219,32999366,4985178,99.99756679157137,
download_sweep,,25,100,1024,40960,true,4119,1175,9968,29872422,3298103,757331,21219,32999310,4985136,99.99756679157137,
download_sweep,,25,100,1024,40960,true,3189,1144,8443,29872422,3298089,757331,21219,32999310,4985136,99.99756679157137,
download_sweep,,25,100,1024,51200,true,3044,1209,10041,29872436,3298089,768448,21219,33584269,4985136,99.99805212513148,
download_sweep,,25,100,1024,51200,true,3030,1200,8965,29872436,3298089,768448,21219,33584269,4985136,99.99805212513148,
download_sweep,,25,100,1024,51200,true,3050,1207,8986,29872408,3298145,768049,21219,33584241,4985206,99.99805212513148,
download_sweep,,25,100,1024,51200,true,3042,1207,10551,29872422,3298131,768099,21219,33584283,4985206,99.99805212513148,
download_sweep,,25,100,1024,51200,true,3044,1222,9202,29872436,3298075,768448,21219,33584269,4985122,99.99805212513148,
download_sweep,,25,100,1024,51200,true,2981,1199,8901,29872366,3298061,768448,21219,33584199,4985108,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4265,1237,13647,29872422,3298075,768049,21219,33584283,4985150,99.99805212513148,
download_sweep,,25,100,1024,51200,true,3050,1231,9079,29872492,3298215,768448,21219,33584325,4985262,99.99805212513148,
download_sweep,,25,100,1024,51200,true,2987,1201,8630,29872422,3298145,768448,21219,33584255,4985206,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4300,1199,13477,29872422,3298145,768448,21219,33584283,4985220,99.99805212513148,
