group,name,latency,bandwidth,upload_size,download_size,defer_decryption,time_preprocess,time_online,time_total,uploaded_preprocess,downloaded_preprocess,uploaded_online,downloaded_online,uploaded_total,downloaded_total,reveal_recv_percent_actual,heap_max_bytes
download_sweep,,25,100,1024,30720,true,4060,1509,16669,29872184,3297627,745879,21205,32381312,4920520,99.99675934927734,
download_sweep,,25,100,1024,30720,true,4025,1560,16914,29872184,3297641,745879,21205,32381312,4920534,99.99675934927734,
download_sweep,,25,100,1024,40960,true,4002,1597,22904,29872184,3297669,756964,21205,32956269,4984758,99.99756679157136,
download_sweep,,25,100,1024,40960,true,3976,1506,21978,29872198,3297669,756964,21219,32956283,4984772,99.99756679157136,
download_sweep,,25,100,1024,40960,true,3979,1512,21281,29872128,3297641,756964,21205,32956213,4984730,99.99756679157136,
download_sweep,,25,100,1024,40960,true,4117,1478,21766,29872156,3297627,756964,21205,32956241,4984716,99.99756679157136,
download_sweep,,25,100,1024,40960,true,4032,1619,22716,29872156,3297585,756964,21205,32956241,4984674,99.99756679157136,
download_sweep,,25,100,1024,40960,true,4065,1556,22296,29872198,3297669,756964,21205,32956283,4984758,99.99756679157136,
download_sweep,,25,100,1024,40960,true,4015,1561,21741,29872142,3297571,756964,21205,32956227,4984660,99.99756679157136,
download_sweep,,25,100,1024,40960,true,4117,2560,22582,29872156,3297613,756978,21205,32956255,4984702,99.99756679157136,
download_sweep,,25,100,1024,40960,true,3955,1553,22302,29872212,3297725,756964,21205,32956297,4984814,99.99756679157136,
download_sweep,,25,100,1024,40960,true,4054,1512,22246,29872184,3297599,756964,21205,32956269,4984674,99.99756679157136,
download_sweep,,25,100,1024,51200,true,4258,1586,26591,29872212,3297683,768049,21233,33530988,4984800,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4157,1545,24043,29872170,3297627,768049,21219,33530946,4984730,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4134,1730,25351,29872184,3297627,768049,21205,33530960,4984716,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4231,1540,23541,29872198,3297683,768049,21219,33530974,4984786,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4031,1473,23470,29872198,3297697,768049,21205,33530974,4984786,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4393,1572,22329,29872198,3297711,768049,21219,33530974,4984814,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4042,1577,22746,29872156,3297571,768049,21205,33530932,4984660,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4086,1548,22606,29872198,3297697,768049,21219,33530974,4984800,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4031,1525,21915,29872156,3297613,768049,21205,33530932,4984702,99.99805212513148,
download_sweep,,25,100,1024,51200,true,4087,1512,22411,29872184,3297641,768049,21205,33530960,4984730,99.99805212513148,
